storenum,nickname,address1,address2,address3,city,country,email1,email2,fax1,fax2,zone,field2,field3,phone1,phone2,state,zipcode,firstname,lastname,middlename,latitude,longitude,active,monopen,monclose,tueopen,tueclose,wedopen,wedclose,thuopen,thuclose,friopen,friclose,satopen,satclose,sunopen,sunclose
"1401","TSC_STORE_1401","5710 NUMBER FOUR RD","","","LOWVILLE","US","","","","","62","Y","","315-376-3380","","NY","13367","","","","43.781334","-75.476608","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"731","TSC_STORE_0731","1520 WEST PLATO RD","","","DUNCAN","US","","","","","11","Y","","580-252-1903","","OK","73533","","","","34.534615","-97.965797","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2113","TSC_STORE_2113","262 OCILLA HWY STE 2","","","FITZGERALD","US","","","","","22","Y","","229-423-3762","","GA","31750-8872","","","","31.694937","-83.245087","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1119","TSC_STORE_1119","662 RTE 104","","","ONTARIO","US","","","","","61","Y","","315-524-5080","","NY","14519","","","","43.225319","-77.347488","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"126","TSC_STORE_0126","2310 CLAREMONT AVE","","","ASHLAND","US","","","","","72","Y","","419-207-8132","","OH","44805","","","","40.845619","-82.352814","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1853","TSC_STORE_1853","1840 WEST STATE RD 80","","","LABELLE","US","","","","","02","Y","","863-674-1217","","FL","33935","","","","26.742361","-81.46666","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1450","TSC_STORE_1450","2101 BAY ST STE A","","","TAUNTON","US","","","","","63","Y","","508-822-6500","","MA","02780","","","","41.960835","-71.11731","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2201","TSC_STORE_2201","115 WEST 28TH ST","","","PITTSBURG","US","","","","","52","Y","","620-230-0100","","KS","66762-2563","","","","37.43462","-94.70668","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"729","TSC_STORE_0729","6801 LAKE HARBOUR DR","","","MIDLOTHIAN","US","","","","","53","Y","","804-639-0027","","VA","23112","","","","37.406097","-77.67234","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1147","TSC_STORE_1147","5301 EISENHOWER PKWY","","","MACON","US","","","","","23","Y","","478-405-7566","","GA","31206","","","","32.804127","-83.737144","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2005","TSC_STORE_2005","1301 MAIN ST STE O","","","ALTA VISTA","US","","","","","52","Y","","434-369-1209","","VA","24517-1134","","","","37.122353","-79.271835","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"420","TSC_STORE_0420","2210 SOUTH STATE RTE 291 HWY","","","INDEPENDENCE","US","","","","","51","Y","","816-461-7333","","MO","64057","","","","39.07885","-94.380241","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"357","TSC_STORE_0357","315-A EAST COMMERCE ST","","","BROWNWOOD","US","","","","","14","Y","","325-643-2256","","TX","76801","","","","31.728207","-98.973473","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"215","TSC_STORE_0215","840 LOOP 337","","","NEW BRAUNFELS","US","","","","","13","Y","","830-626-3026","","TX","78130","","","","29.716722","-98.10173","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1755","TSC_STORE_1755","2202 NORTH PARK RD","","","CONNERSVILLE","US","","","","","73","Y","","765-825-4450","","IN","47331","","","","39.660595","-85.127251","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2194","TSC_STORE_2194","6710 NORTH BRAWLEY AVE","","","FRESNO","US","","","","","08","Y","","559-438-3080","","CA","93711-0793","","","","36.836109","-119.860802","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"766","TSC_STORE_0766","9000 AMBER HILL CT","","","LINCOLN","US","","","","","81","Y","","402-420-0011","","NE","68526","","","","40.729904","-96.597466","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"351","TSC_STORE_0351","604 WALMART DR","","","FARMINGTON","US","","","","","51","Y","","573-756-9300","","MO","63640","","","","37.788586","-90.431915","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1360","TSC_STORE_1360","476 BOSTON POST RD","","","NORTH WINDHAM","US","","","","","63","Y","","860-450-1065","","CT","06256","","","","41.745018","-72.169189","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1895","TSC_STORE_1895","83 NEW ATHOL RD","","","ORANGE","US","","","","","62","Y","","978-544-3750","","MA","01364","","","","42.58622","-72.271217","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1880","TSC_STORE_1880","1509 EAST CENTRAL AVE","","","COMANCHE","US","","","","","14","Y","","325-356-2480","","TX","76442","","","","31.898922","-98.583557","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1991","TSC_STORE_1991","18123 COLLIER AVE","","","LAKE ELSINORE","US","","","","","07","Y","","951-674-1704","","CA","92530","","","","33.69109","-117.340553","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1786","TSC_STORE_1786","147 DENVER ST","","","BRIGHTON","US","","","","","81","Y","","303-659-6405","","CO","80601","","","","39.994198","-104.821602","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"603","TSC_STORE_0603","1551 FOURTH ST","","","GRAHAM","US","","","","","13","Y","","940-521-0389","","TX","76450","","","","33.111511","-98.564201","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"690","TSC_STORE_0690","240 CROSS ROADS PLZ","","","MOUNT PLEASANT","US","","","","","71","Y","","724-547-5610","","PA","15666","","","","40.12318","-79.552971","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2293","TSC_STORE_2293","4461 HWY 20 SOUTHEAST","","","CONYERS","US","","","","","23","Y","","770-760-7667","","GA","30013-4133","","","","33.57085","-84.01638","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"134","TSC_STORE_0134","2850 NORTH COURT RD","","","OTTUMWA","US","","","","","81","Y","","641-682-5459","","IA","52501","","","","41.063385","-92.40905","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1678","TSC_STORE_1678","414 EAST PINE ST","","","DEMING","US","","","","","42","Y","","575-546-4016","","NM","88030-3839","","","","32.2686","-107.754074","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2185","TSC_STORE_2185","1755 WEST HENDERSON AVE","","","PORTERVILLE","US","","","","","08","Y","","559-789-9755","","CA","93257-1376","","","","36.079739","-119.056625","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2146","TSC_STORE_2146","22725 RTE 187","","","WYSOX","US","","","","","72","Y","","570-265-1900","","PA","18854","","","","41.776108","-76.398811","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1620","TSC_STORE_1620","975 HWY 51 NORTH STE F","","","COVINGTON","US","","","","","51","Y","","901-475-1066","","TN","38019-1523","","","","35.583698","-89.642273","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"185","TSC_STORE_0185","150 THE ACRES","","","LEWISBURG","US","","","","","53","Y","","931-359-6131","","TN","37091","","","","35.448277","-86.777771","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1325","TSC_STORE_1325","1630 HERNDON AVE","","","CLOVIS","US","","","","","08","Y","","559-298-1496","","CA","93611","","","","36.835934","-119.68576","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"341","TSC_STORE_0341","57155 GRATIOT AVE","","","NEW HAVEN","US","","","","","71","Y","","586-749-6162","","MI","48048","","","","42.720657","-82.797333","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"156","TSC_STORE_0156","7614 EASTMAN AVE","","","MIDLAND","US","","","","","72","Y","","989-832-1860","","MI","48642","","","","43.666954","-84.24604","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1151","TSC_STORE_1151","4484 SOUTHWESTERN BLVD","","","HAMBURG","US","","","","","63","Y","","716-648-5140","","NY","14075","","","","42.763382","-78.827034","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"305","TSC_STORE_0305","1260 WEST US HWY 223","","","ADRIAN","US","","","","","71","Y","","517-263-2831","","MI","49221","","","","41.877007","-84.048553","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1170","TSC_STORE_1170","1720 SOUTH WASHINGTON ST","","","MILLERSBURG","US","","","","","72","Y","","330-674-1039","","OH","44654","","","","40.531193","-81.919357","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"560","TSC_STORE_0560","16849 EAST COLONIAL DR","","","ORLANDO","US","","","","","02","Y","","407-568-5116","","FL","32820-1910","","","","28.562183","-81.13031","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"292","TSC_STORE_0292","5236 SOUTHWEST TOPEKA BLVD","","","TOPEKA","US","","","","","51","Y","","785-862-0216","","KS","66609","","","","38.972809","-95.686531","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1516","TSC_STORE_1516","804 INDIAN MOUND DR","","","MOUNT STERLING","US","","","","","53","Y","","859-497-4336","","KY","40353","","","","38.063046","-83.953392","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2177","TSC_STORE_2177","1650 WEST PRINCETON","","","PRINCETON","US","","","","","14","Y","","972-736-2555","","TX","75407","","","","33.19521","-96.5672","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"268","TSC_STORE_0268","1980 QUENTIN RD","","","LEBANON","US","","","","","72","Y","","717-274-2106","","PA","17042","","","","40.308388","-76.423096","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"642","TSC_STORE_0642","8610 SHAVER RD","","","PORTAGE","US","","","","","71","Y","","269-323-3199","","MI","49024-6161","","","","42.191807","-85.599358","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2323","TSC_STORE_2323","1560 MAIN ST","","","PALMYRA","US","","","","","62","Y","","207-368-2299","","ME","04965-3235","","","","44.839615","-69.294746","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"786","TSC_STORE_0786","232 HAYNES ST","","","TALLADEGA","US","","","","","23","Y","","256-315-1946","","AL","35160","","","","33.435944","-86.080338","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"301","TSC_STORE_0301","1750 WASHINGTON RD","","","WASHINGTON","US","","","","","00","N","","309-444-4420","","IL","61571","","","","40.706493","-89.437126","0","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","9:00 AM","7:00 PM"
"2162","TSC_STORE_2162","600 SOUTH OKLAHOMA DR","","","CELINA","US","","","","","14","Y","","972-382-8585","","TX","75009-6510","","","","33.317474","-96.783165","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2063","TSC_STORE_2063","124 NEW MARKET","","","MADISON","US","","","","","52","Y","","336-445-9900","","NC","27025-1539","","","","36.397495","-79.967766","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1176","TSC_STORE_1176","5500 MCCLELLAN BLVD","","","ANNISTON","US","","","","","23","Y","","256-820-3385","","AL","36206","","","","33.718327","-85.820236","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"355","TSC_STORE_0355","2900 WEST WASHINGTON #35","","","STEPHENVILLE","US","","","","","13","Y","","254-965-8900","","TX","76401","","","","32.200974","-98.245605","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"219","TSC_STORE_0219","4850 SHAWNEE MISSION DR","","","SHAWNEE","US","","","","","11","Y","","405-275-7894","","OK","74804","","","","35.382439","-96.923912","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1481","TSC_STORE_1481","1313 EAST GREEN BAY ST","","","SHAWANO","US","","","","","72","Y","","715-526-2938","","WI","54166","","","","44.782616","-88.575256","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1937","TSC_STORE_1937","78 SOUTH HWY 165","","","PROVIDENCE","US","","","","","81","Y","","435-752-0072","","UT","84332","","","","41.707008","-111.831955","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"143","TSC_STORE_0143","1448 NORTH EATON ST","","","ALBION","US","","","","","72","Y","","517-630-0013","","MI","49224","","","","42.26078","-84.754242","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2166","TSC_STORE_2166","709 NORTH RAILROAD STREET","","","EAGLE RIVER","US","","","","","73","Y","","715-337-0112","","WI","54521-8833","","","","45.924961","-89.254288","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2332","TSC_STORE_2332","2083 GAUSE BLVD WEST","","","SLIDELL","US","","","","","02","Y","","985-643-6434","","LA","70460-4303","","","","30.300444","-89.819031","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1954","TSC_STORE_1954","17130 EAST SHEA BLVD","","","FOUNTAIN HILLS","US","","","","","42","Y","","480-837-2060","","AZ","85268","","","","33.570831","-111.710899","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1140","TSC_STORE_1140","539 NORTH 25 MILE AVE","","","HEREFORD","US","","","","","13","Y","","806-364-1875","","TX","79045","","","","34.83461","-102.406776","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1230","TSC_STORE_1230","4724 NORTH PRINCE ST","","","CLOVIS","US","","","","","41","Y","","575-763-3100","","NM","88101","","","","34.445915","-103.197388","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1553","TSC_STORE_1553","3105 WEST 3RD ST STE 100","","","ELK CITY","US","","","","","11","Y","","580-225-0150","","OK","73644","","","","35.412415","-99.442841","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1457","TSC_STORE_1457","1295 NORTH FRASER ST","","","GEORGETOWN","US","","","","","22","Y","","843-546-5056","","SC","29440","","","","33.392307","-79.290421","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1659","TSC_STORE_1659","2211 HWY 82 WEST","","","GREENWOOD","US","","","","","22","Y","","662-453-1357","","MS","38930","","","","33.52729","-90.222061","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"718","TSC_STORE_0718","67 PALOMBA DR","","","ENFIELD","US","","","","","62","Y","","860-749-2853","","CT","06082","","","","41.990208","-72.569771","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1692","TSC_STORE_1692","3826 SOUTH SUNCOAST BLVD","","","HOMOSASSA","US","","","","","01","Y","","352-621-0583","","FL","34448-2624","","","","28.805988","-82.578377","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"593","TSC_STORE_0593","1351 ELIZABETHTOWN RD","","","LEITCHFIELD","US","","","","","52","Y","","270-287-0264","","KY","42754","","","","37.484447","-86.27388","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1243","TSC_STORE_1243","127 WEST BROADWAY BLVD","","","JEFFERSON CITY","US","","","","","51","Y","","865-471-7807","","TN","37760","","","","36.113544","-83.49511","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1337","TSC_STORE_1337","16230 US HWY 23","","","LOUISA","US","","","","","52","Y","","606-673-1141","","KY","41230","","","","38.095718","-82.625832","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"463","TSC_STORE_0463","405 JAKE ALEXANDER BLVD SOUTH","","","SALISBURY","US","","","","","22","Y","","704-797-9511","","NC","28147","","","","35.647041","-80.493874","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1587","TSC_STORE_1587","2612 CENTRAL AVE","","","DODGE CITY","US","","","","","51","Y","","620-408-9119","","KS","67801","","","","37.778259","-100.015594","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"767","TSC_STORE_0767","3239 HARRISON ST","","","BATESVILLE","US","","","","","14","Y","","870-698-0422","","AR","72501","","","","35.768555","-91.611359","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1615","TSC_STORE_1615","151 TOWER RD","","","NEW HOLLAND","US","","","","","73","Y","","717-354-0608","","PA","17557","","","","40.112255","-76.067612","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1305","TSC_STORE_1305","491 MAIN ST STE 8","","","GORHAM","US","","","","","63","Y","","603-752-5300","","NH","03581","","","","44.415779","-71.195091","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
